"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",1183514,0,13.953,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.2771,1.64745e+06,203,265,10,10,1,10
10000,0.3,0.3194,1.49522e+06,221,288,11,11,1,11
10000,0.4,0.4221,1.2276e+06,271,356,14,14,1,14
10000,0.5,0.5627,957854,385,658,21,37,1,11
10000,0.6,0.6075,737300,490,839,28,48,1,17
10000,0.7,0.7014,153123,2122,3146,160,209,1,140


