"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,5.48502,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.26882,194367,98,144,10,10,10,10
10000,0.3,0.32359,169584,106,156,11,11,10,11
10000,0.4,0.43049,156274,122,180,13,13,10,13
10000,0.5,0.52603,130093,136,205,15,15,10,15
10000,0.6,0.60669,119339,148,225,17,17,10,17
10000,0.7,0.70081,108117,166,253,20,20,10,20
10000,0.75,0.78938,105844,182,337,22,38,10,11
10000,0.8,0.80498,101927,187,340,23,39,10,12
10000,0.85,0.85261,89342.4,206,369,27,44,10,16
10000,0.9,0.90978,77553.6,246,436,36,56,10,24
10000,0.93,0.93174,70920,276,480,42,65,10,30
10000,0.95,0.95035,61170.7,313,531,51,76,10,38
10000,0.97,0.97348,47462.9,410,679,76,102,10,60
10000,0.98,0.98161,39828.1,489,797,98,123,10,80
10000,0.99,0.9913,26868.7,712,1131,166,192,10,140
10000,0.995,0.99516,17321.4,1071,1663,289,319,10,250


