"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,5.65485,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.1,0.19821,181931,88,137,10,10,10,10
10000,0.2,0.25624,188274,97,148,11,11,10,11
10000,0.3,0.314,169802,106,160,12,12,10,12
10000,0.4,0.42451,144047,121,185,14,14,10,14
10000,0.5,0.52169,133993,136,206,16,16,10,16
10000,0.6,0.64269,117830,155,239,19,19,10,19
10000,0.7,0.70419,109450,167,256,21,21,10,21
10000,0.75,0.75343,102129,179,272,23,23,10,23
10000,0.8,0.80124,99306.8,182,345,23,40,10,11
10000,0.85,0.8516,90923.1,202,373,27,44,10,15
10000,0.9,0.90578,74003.9,242,430,35,55,10,22
10000,0.93,0.93104,66169.5,275,484,42,64,10,28
10000,0.95,0.95054,56774.6,315,537,51,73,10,36
10000,0.97,0.97181,44637.9,401,651,71,94,10,55
10000,0.98,0.98279,36429.5,509,802,99,123,10,80
10000,0.99,0.99019,27217.2,660,1019,143,171,10,120
10000,0.995,0.99545,16677.3,1103,1654,287,319,10,250


