"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,6.07305,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.1,0.15306,190367,86,134,10,10,10,10
10000,0.2,0.2039,186773,96,147,11,11,10,11
10000,0.3,0.31218,159459,114,168,13,13,10,13
10000,0.4,0.41479,140182,131,192,15,15,10,15
10000,0.5,0.55294,119696,154,225,18,18,10,18
10000,0.6,0.66328,113240,175,258,21,21,10,21
10000,0.7,0.72237,96785.7,187,279,23,23,10,23
10000,0.75,0.77105,86101.5,199,299,25,25,10,25
10000,0.8,0.82177,106339,188,341,24,41,10,11
10000,0.85,0.86948,95651.7,208,366,28,45,10,15
10000,0.9,0.90258,85905.5,234,406,33,51,10,19
10000,0.93,0.94141,72505.8,272,457,42,61,10,28
10000,0.95,0.9553,66782.9,303,497,48,69,10,34
10000,0.97,0.9736,48507.9,377,604,66,87,10,50
10000,0.98,0.98192,45305.4,447,699,83,104,10,65
10000,0.99,0.99002,32253.8,592,912,121,143,10,100
10000,0.995,0.99541,19683.3,950,1432,231,257,10,200


