"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,5.65485,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.2308,212310,88,137,10,10,1,10
10000,0.3,0.358,178361,106,160,12,12,1,12
10000,0.4,0.4182,167485,114,173,13,13,1,13
10000,0.5,0.5297,149952,129,197,15,15,1,15
10000,0.6,0.6211,127121,143,218,17,17,1,17
10000,0.7,0.7314,122381,161,248,20,20,1,20
10000,0.75,0.7569,111107,167,256,21,21,1,21
10000,0.8,0.8025,104078,179,272,23,23,1,23
10000,0.85,0.8749,102031,192,362,25,43,1,13
10000,0.9,0.9109,83385.5,220,407,30,50,1,17
10000,0.93,0.9398,76875.2,250,437,37,57,1,24
10000,0.95,0.9549,66072,283,493,44,66,1,30
10000,0.97,0.9735,47026.3,383,625,66,90,1,50
10000,0.98,0.9814,39720.2,466,741,88,111,1,70
10000,0.99,0.9907,25201.9,734,1131,166,194,1,140
10000,0.995,0.9961,12187.7,1459,2162,423,459,1,375


