"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,5.19782,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.1,0.17641,206369,82,133,10,10,10,10
10000,0.2,0.22609,188143,91,144,11,11,10,11
10000,0.3,0.33297,148302,107,166,13,13,10,13
10000,0.4,0.43552,139843,121,185,15,15,10,15
10000,0.5,0.52201,119763,134,205,17,17,10,17
10000,0.6,0.62943,121742,152,228,20,20,10,20
10000,0.7,0.7335,98546.4,174,261,24,24,10,24
10000,0.75,0.75696,105212,168,288,23,40,10,10
10000,0.8,0.81945,94431.4,188,315,27,44,10,14
10000,0.85,0.85669,89758.5,208,351,31,50,10,17
10000,0.9,0.91161,73701.2,251,413,41,62,10,26
10000,0.93,0.93077,65197.1,274,443,46,70,10,32
10000,0.95,0.95603,56636,336,530,61,84,10,45
10000,0.97,0.9707,44398.5,403,626,78,102,10,60
10000,0.98,0.98288,35446.8,521,792,111,138,10,90
10000,0.99,0.99,25904.3,696,1059,165,191,10,140
10000,0.995,0.9954,15460.8,1198,1779,341,375,10,300


