dataset,metric,method,gamma,alpha,R,L,S,target recall,beam width,k,recall,QPS,mean seen,tail seen,mean expanded,tail expanded,queries,pass,search wall (s)
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.93,1.0,32,64,1101,0.995,250,10,0.99545,16677.3,287.0,319.0,1103.0,1654.0,10000,0,59.388
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.2,10,1,0.2845,197531.0,10.0,10.0,98.0,149.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.3,11,1,0.3467,181610.0,11.0,11.0,108.0,161.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.4,12,1,0.4114,152957.0,12.0,12.0,116.0,172.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.5,15,1,0.5797,143767.0,15.0,15.0,139.0,204.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.6,16,1,0.6296,130427.0,16.0,16.0,146.0,215.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.7,18,1,0.7059,118694.0,18.0,18.0,159.0,233.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.75,20,1,0.7671,110051.0,20.0,20.0,171.0,251.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.8,22,1,0.8102,106307.0,22.0,22.0,182.0,271.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.85,12,1,0.8712,102420.0,23.0,40.0,193.0,354.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.9,19,1,0.9256,86647.6,29.0,47.0,221.0,360.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.93,22,1,0.9353,88525.3,32.0,51.0,234.0,382.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.95,28,1,0.9535,72732.6,39.0,58.0,265.0,427.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.97,45,1,0.9713,56687.7,57.0,77.0,344.0,536.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.98,65,1,0.9809,47257.9,79.0,100.0,432.0,661.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.99,120,1,0.9901,27580.1,139.0,160.0,640.0,976.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.995,250,1,0.995,17324.8,282.0,310.0,1069.0,1603.0,10000,0,60.919
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.2,10,10,0.24633,195343.0,10.0,10.0,98.0,149.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.3,11,10,0.30341,180216.0,11.0,11.0,108.0,161.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.4,13,10,0.41786,157764.0,13.0,13.0,124.0,183.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.5,15,10,0.522,141685.0,15.0,15.0,139.0,204.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.6,18,10,0.64904,124117.0,18.0,18.0,159.0,233.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.7,20,10,0.71211,115726.0,20.0,20.0,171.0,251.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.75,22,10,0.76076,108522.0,22.0,22.0,182.0,271.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.8,26,10,0.82984,93873.8,26.0,26.0,204.0,302.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.85,28,10,0.85344,92290.9,28.0,28.0,214.0,321.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.9,35,10,0.90826,79904.8,35.0,35.0,249.0,373.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.93,28,10,0.93647,69367.9,39.0,58.0,265.0,427.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.95,38,10,0.95744,60549.6,49.0,70.0,312.0,488.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.97,50,10,0.97103,53713.5,63.0,84.0,369.0,568.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.98,70,10,0.98153,43410.5,84.0,104.0,449.0,691.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.99,120,10,0.99089,30216.3,139.0,160.0,640.0,976.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.995,225,10,0.99542,19484.1,255.0,281.0,993.0,1499.0,10000,0,58.155
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.1,10,1,0.1818,241150.0,10.0,10.0,86.0,134.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.2,11,1,0.2388,216535.0,11.0,11.0,96.0,147.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.3,12,1,0.302,198843.0,12.0,12.0,105.0,158.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.4,14,1,0.4169,161812.0,14.0,14.0,122.0,180.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.5,16,1,0.522,145313.0,16.0,16.0,139.0,203.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.6,18,1,0.6137,128778.0,18.0,18.0,154.0,225.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.7,21,1,0.7191,111068.0,21.0,21.0,175.0,258.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.75,23,1,0.7745,109164.0,23.0,23.0,187.0,279.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.8,25,1,0.8184,102960.0,25.0,25.0,199.0,299.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.85,11,1,0.8724,104942.0,24.0,41.0,188.0,341.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.9,17,1,0.9202,92599.5,31.0,49.0,224.0,395.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.93,20,1,0.931,86842.5,34.0,52.0,238.0,412.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.95,26,1,0.9522,79211.1,40.0,60.0,263.0,444.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.97,40,1,0.9712,63625.0,54.0,74.0,327.0,534.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.98,65,1,0.9825,46572.3,83.0,104.0,447.0,699.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.99,120,1,0.991,30004.9,143.0,164.0,668.0,1021.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.995,275,1,0.995,16098.5,315.0,343.0,1196.0,1789.0,10000,0,60.627
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.1,10,10,0.15306,190367.0,10.0,10.0,86.0,134.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.2,11,10,0.2039,186773.0,11.0,11.0,96.0,147.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.3,13,10,0.31218,159459.0,13.0,13.0,114.0,168.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.4,15,10,0.41479,140182.0,15.0,15.0,131.0,192.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.5,18,10,0.55294,119696.0,18.0,18.0,154.0,225.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.6,21,10,0.66328,113240.0,21.0,21.0,175.0,258.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.7,23,10,0.72237,96785.7,23.0,23.0,187.0,279.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.75,25,10,0.77105,86101.5,25.0,25.0,199.0,299.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.8,11,10,0.82177,106339.0,24.0,41.0,188.0,341.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.85,15,10,0.86948,95651.7,28.0,45.0,208.0,366.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.9,19,10,0.90258,85905.5,33.0,51.0,234.0,406.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.93,28,10,0.94141,72505.8,42.0,61.0,272.0,457.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.95,34,10,0.9553,66782.9,48.0,69.0,303.0,497.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.97,50,10,0.9736,48507.9,66.0,87.0,377.0,604.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.98,65,10,0.98192,45305.4,83.0,104.0,447.0,699.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.99,100,10,0.99002,32253.8,121.0,143.0,592.0,912.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.995,200,10,0.99541,19683.3,231.0,257.0,950.0,1432.0,10000,0,57.961
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.2,10,1,0.2746,216877.0,10.0,10.0,95.0,143.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.3,11,1,0.3506,185749.0,11.0,11.0,104.0,156.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.4,12,1,0.4305,170902.0,12.0,12.0,113.0,168.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.5,13,1,0.5006,159150.0,13.0,13.0,122.0,179.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.6,15,1,0.6084,140899.0,15.0,15.0,137.0,201.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.7,18,1,0.7309,121858.0,18.0,18.0,158.0,232.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.75,19,1,0.7623,117564.0,19.0,19.0,165.0,243.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.8,22,1,0.8268,110204.0,22.0,22.0,184.0,271.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.85,10,1,0.867,102716.0,21.0,36.0,183.0,316.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.9,28,1,0.9027,94697.0,28.0,28.0,218.0,326.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.93,19,1,0.9332,83430.0,31.0,48.0,232.0,379.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.95,26,1,0.9557,72180.3,38.0,57.0,270.0,436.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.97,38,1,0.9708,56319.3,51.0,69.0,328.0,513.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.98,55,1,0.98,49406.6,69.0,87.0,406.0,622.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.99,120,1,0.9911,28856.4,141.0,160.0,678.0,1018.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.995,250,1,0.9951,15312.3,286.0,311.0,1134.0,1680.0,10000,0,62.731
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.2,10,10,0.24079,187234.0,10.0,10.0,95.0,143.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.3,11,10,0.30685,172043.0,11.0,11.0,104.0,156.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.4,13,10,0.44109,139344.0,13.0,13.0,122.0,179.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.5,14,10,0.50003,135183.0,14.0,14.0,130.0,190.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.6,17,10,0.63867,120979.0,17.0,17.0,151.0,220.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.7,19,10,0.70865,112188.0,19.0,19.0,165.0,243.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.75,21,10,0.76305,98177.8,21.0,21.0,177.0,262.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.8,23,10,0.80462,103939.0,23.0,23.0,189.0,281.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.85,14,10,0.86976,97742.2,25.0,40.0,205.0,341.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.9,20,10,0.91711,79617.2,32.0,49.0,237.0,385.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.93,26,10,0.94227,74771.4,38.0,57.0,270.0,436.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.95,30,10,0.95165,65492.2,42.0,61.0,288.0,459.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.97,45,10,0.97217,52892.7,59.0,77.0,361.0,556.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.98,65,10,0.98366,43630.6,81.0,99.0,453.0,689.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.99,100,10,0.99073,29399.4,119.0,138.0,597.0,912.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.995,180,10,0.99507,21010.2,208.0,230.0,900.0,1342.0,10000,0,58.52
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.2,10,1,0.2821,207633.0,10.0,10.0,93.0,144.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.3,11,1,0.3608,187473.0,11.0,11.0,103.0,156.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.4,12,1,0.4387,184386.0,12.0,12.0,112.0,168.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.5,13,1,0.5089,136205.0,13.0,13.0,121.0,178.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.6,16,1,0.6824,138562.0,16.0,16.0,145.0,215.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.7,17,1,0.7224,130758.0,17.0,17.0,152.0,226.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.75,18,1,0.756,128601.0,18.0,18.0,159.0,236.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.8,21,1,0.8322,113726.0,21.0,21.0,179.0,268.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.85,23,1,0.8656,107885.0,23.0,23.0,191.0,289.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.9,13,1,0.9047,96331.7,24.0,38.0,200.0,365.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.93,19,1,0.9403,88555.1,30.0,46.0,232.0,391.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.95,24,1,0.954,76223.6,35.0,51.0,256.0,428.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.97,34,1,0.9704,62563.0,47.0,64.0,312.0,511.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.98,55,1,0.9825,47820.6,69.0,85.0,408.0,646.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.99,100,1,0.9902,30263.9,118.0,136.0,606.0,929.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.995,250,1,0.995,16527.4,285.0,308.0,1140.0,1720.0,10000,0,61.679
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.2,10,10,0.24763,204687.0,10.0,10.0,93.0,144.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.3,11,10,0.31532,186359.0,11.0,11.0,103.0,156.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.4,13,10,0.45322,159849.0,13.0,13.0,121.0,178.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.5,14,10,0.51479,135192.0,14.0,14.0,130.0,191.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.6,17,10,0.66542,125554.0,17.0,17.0,152.0,226.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.7,18,10,0.70224,123317.0,18.0,18.0,159.0,236.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.75,20,10,0.76196,114104.0,20.0,20.0,173.0,258.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.8,22,10,0.80788,106830.0,22.0,22.0,185.0,278.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.85,25,10,0.85655,97709.7,25.0,25.0,203.0,307.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.9,18,10,0.91608,88525.3,29.0,45.0,227.0,386.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.93,35,10,0.93179,77565.1,35.0,35.0,257.0,393.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.95,28,10,0.95285,71181.5,40.0,57.0,280.0,463.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.97,45,10,0.97611,53213.6,58.0,76.0,364.0,583.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.98,60,10,0.98416,44396.1,75.0,92.0,435.0,680.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.99,90,10,0.99101,31876.9,107.0,125.0,567.0,870.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.995,160,10,0.99511,22754.2,184.0,204.0,832.0,1265.0,10000,0,58.469
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.4,10,1,0.4291,175316.0,10.0,10.0,111.0,167.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.5,11,1,0.5059,161150.0,11.0,11.0,121.0,180.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.6,13,1,0.6328,141251.0,13.0,13.0,138.0,203.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.7,15,1,0.7304,112372.0,15.0,15.0,154.0,225.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.75,16,1,0.7674,115523.0,16.0,16.0,161.0,235.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.8,18,1,0.824,102679.0,18.0,18.0,175.0,257.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.85,11,1,0.8996,104146.0,21.0,34.0,194.0,330.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.9,12,1,0.9071,103537.0,21.0,35.0,200.0,337.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.93,28,1,0.9333,81827.7,28.0,28.0,237.0,345.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.95,22,1,0.9537,79754.4,32.0,48.0,260.0,430.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.97,32,1,0.9712,63278.7,42.0,58.0,314.0,505.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.98,55,1,0.9837,45054.4,67.0,84.0,432.0,670.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.99,100,1,0.9906,28348.3,117.0,134.0,634.0,974.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.995,250,1,0.9952,16145.2,278.0,302.0,1180.0,1791.0,10000,0,61.81
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.3,10,10,0.37593,174471.0,10.0,10.0,111.0,167.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.4,11,10,0.44672,150943.0,11.0,11.0,121.0,180.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.5,12,10,0.51224,150978.0,12.0,12.0,130.0,192.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.6,14,10,0.6236,117115.0,14.0,14.0,146.0,215.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.7,17,10,0.74632,110397.0,17.0,17.0,169.0,246.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.75,18,10,0.77574,106118.0,18.0,18.0,175.0,257.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.8,19,10,0.80057,102133.0,19.0,19.0,182.0,267.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.85,12,10,0.87528,97360.6,21.0,35.0,200.0,337.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.9,15,10,0.90324,85382.5,24.0,38.0,217.0,363.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.93,19,10,0.93102,74876.6,29.0,45.0,245.0,411.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.95,28,10,0.95996,62573.1,38.0,54.0,295.0,480.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.97,34,10,0.97042,58048.8,45.0,62.0,330.0,534.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.98,50,10,0.9828,46832.0,62.0,79.0,411.0,644.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.99,80,10,0.99115,32499.5,94.0,111.0,546.0,836.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.995,160,10,0.99587,22427.7,181.0,200.0,866.0,1315.0,10000,0,58.066
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.5,10,1,0.5795,149896.0,10.0,10.0,123.0,176.0,10000,0,61.616
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.6,11,1,0.6473,136998.0,11.0,11.0,132.0,188.0,10000,0,61.616
fashion_mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.7,12,1,0.7019,142996.0,12.0,12.0,141.0,202.0,10000,0,61.616
