"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,6.35453,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.24079,187234,95,143,10,10,10,10
10000,0.3,0.30685,172043,104,156,11,11,10,11
10000,0.4,0.44109,139344,122,179,13,13,10,13
10000,0.5,0.50003,135183,130,190,14,14,10,14
10000,0.6,0.63867,120979,151,220,17,17,10,17
10000,0.7,0.70865,112188,165,243,19,19,10,19
10000,0.75,0.76305,98177.8,177,262,21,21,10,21
10000,0.8,0.80462,103939,189,281,23,23,10,23
10000,0.85,0.86976,97742.2,205,341,25,40,10,14
10000,0.9,0.91711,79617.2,237,385,32,49,10,20
10000,0.93,0.94227,74771.4,270,436,38,57,10,26
10000,0.95,0.95165,65492.2,288,459,42,61,10,30
10000,0.97,0.97217,52892.7,361,556,59,77,10,45
10000,0.98,0.98366,43630.6,453,689,81,99,10,65
10000,0.99,0.99073,29399.4,597,912,119,138,10,100
10000,0.995,0.99507,21010.2,900,1342,208,230,10,180


