"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,5.19782,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.2048,233787,82,133,10,10,1,10
10000,0.3,0.3219,191964,99,154,12,12,1,12
10000,0.4,0.4349,160937,114,176,14,14,1,14
10000,0.5,0.5731,141882,134,205,17,17,1,17
10000,0.6,0.65,138143,146,221,19,19,1,19
10000,0.7,0.7124,124225,157,237,21,21,1,21
10000,0.75,0.7631,115764,168,253,23,23,1,23
10000,0.8,0.8398,114760,178,304,25,42,1,12
10000,0.85,0.8625,108820,188,315,27,44,1,14
10000,0.9,0.9025,94412.7,217,364,33,53,1,19
10000,0.93,0.9346,79939.9,251,413,41,62,1,26
10000,0.95,0.9522,69292.4,289,461,50,73,1,34
10000,0.97,0.9708,50525,381,592,72,96,1,55
10000,0.98,0.9828,38569.7,521,792,111,138,1,90
10000,0.99,0.9904,24051.4,828,1249,209,238,1,180
10000,0.995,0.9951,10714.2,1730,2526,560,607,1,500


