dataset,metric,method,dimensions,sources,total points,edges,mean points covered,median points covered,min points covered,max points covered
yandex_deep,euclidean,robust-prune,96,10000,1000000000,91,999896484.6789,999999414.0,92,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,92,999896839.3923,999999457.0,93,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,93,999897045.8124,999999497.0,94,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,94,999897226.6864,999999536.5,95,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,95,999897405.6338,999999569.5,96,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,96,999897573.4565,999999602.5,97,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,97,999897725.6409,999999632.0,98,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,98,999897879.0509,999999658.5,99,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,99,999898002.8041,999999685.0,100,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,100,999898112.1244,999999711.0,101,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,101,999898204.9936,999999734.0,102,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,102,999898306.5759,999999754.5,103,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,103,999898409.4678,999999773.5,104,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,104,999898529.8332,999999793.0,105,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,105,999898621.8696,999999810.0,106,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,106,999898687.7964,999999824.0,107,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,107,999898798.3605,999999838.0,108,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,108,999898874.9602,999999850.0,109,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,109,999898930.5459,999999862.0,110,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,110,999898975.7507,999999873.0,111,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,111,999970256.3541,999999883.0,712238029,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,112,999989468.0018,999999893.0,903800658,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,113,999994631.974,999999900.0,954933396,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,114,999997203.4156,999999908.0,980032357,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,115,999998895.8989,999999914.0,996509701,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,116,999999067.1873,999999922.0,997642350,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,117,999999250.2236,999999929.0,999104647,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,118,999999332.4576,999999935.0,999571849,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,119,999999389.1398,999999940.0,999653230,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,120,999999431.2391,999999945.0,999655470,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,121,999999463.9401,999999949.0,999666568,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,122,999999514.7704,999999954.0,999741113,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,123,999999541.9137,999999959.0,999743585,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,124,999999563.2041,999999963.0,999744072,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,125,999999595.4714,999999967.0,999744610,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,126,999999620.4226,999999970.5,999764816,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,127,999999643.161,999999974.0,999770496,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,128,999999662.8139,999999977.0,999770552,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,129,999999679.3554,999999980.0,999792535,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,130,999999701.6554,999999983.0,999809851,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,131,999999720.3022,999999985.0,999811285,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,132,999999734.4854,999999988.0,999816053,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,133,999999747.9873,999999990.0,999816992,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,134,999999759.3396,999999993.0,999817129,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,135,999999768.2343,999999995.0,999818263,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,136,999999780.1786,999999997.0,999820023,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,137,999999790.0242,999999999.0,999820134,1000000000
