dataset,metric,method,dimensions,sources,total points,edges,mean points covered,median points covered,min points covered,max points covered,sources below 99.5% coverage,sources below 100% coverage
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8904,999999922.6056,1000000000.0,999872856,1000000000,0,103
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8905,999999922.6202,1000000000.0,999872857,1000000000,0,103
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8906,999999922.6373,1000000000.0,999872879,1000000000,0,103
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8907,999999922.6557,1000000000.0,999872891,1000000000,0,103
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8908,999999922.6743,1000000000.0,999872902,1000000000,0,103
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8909,999999922.6909,1000000000.0,999872911,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8910,999999922.7082,1000000000.0,999872920,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8911,999999922.7237,1000000000.0,999872925,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8912,999999922.7412,1000000000.0,999872931,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8913,999999922.7566,1000000000.0,999872936,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8914,999999922.7743,1000000000.0,999872939,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8915,999999922.7895,1000000000.0,999872944,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8916,999999922.806,1000000000.0,999872954,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8917,999999922.8238,1000000000.0,999872959,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8918,999999922.841,1000000000.0,999872979,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8919,999999922.8562,1000000000.0,999872989,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8920,999999922.8716,1000000000.0,999872995,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8921,999999922.8884,1000000000.0,999873013,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8922,999999922.9041,1000000000.0,999873025,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8923,999999922.9244,1000000000.0,999873086,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8924,999999922.9426,1000000000.0,999873107,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8925,999999922.9613,1000000000.0,999873119,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8926,999999922.9782,1000000000.0,999873134,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8927,999999922.9921,1000000000.0,999873135,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8928,999999923.0073,1000000000.0,999873138,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8929,999999923.024,1000000000.0,999873158,1000000000,0,102
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8930,999999923.0425,1000000000.0,999873167,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8931,999999923.058,1000000000.0,999873171,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8932,999999923.0739,1000000000.0,999873175,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8933,999999923.0909,1000000000.0,999873187,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8934,999999923.1048,1000000000.0,999873191,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8935,999999923.1222,1000000000.0,999873197,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8936,999999923.139,1000000000.0,999873202,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8937,999999923.1563,1000000000.0,999873211,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8938,999999923.173,1000000000.0,999873221,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8939,999999923.1899,1000000000.0,999873225,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8940,999999923.2078,1000000000.0,999873247,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8941,999999923.2248,1000000000.0,999873253,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8942,999999923.2397,1000000000.0,999873255,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8943,999999923.2567,1000000000.0,999873265,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8944,999999923.272,1000000000.0,999873271,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8945,999999923.2891,1000000000.0,999873278,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8946,999999923.305,1000000000.0,999873283,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8947,999999923.3199,1000000000.0,999873291,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8948,999999923.3368,1000000000.0,999873296,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8949,999999923.3534,1000000000.0,999873310,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8950,999999923.3689,1000000000.0,999873320,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8951,999999923.3845,1000000000.0,999873326,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8952,999999923.4023,1000000000.0,999873329,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8953,999999923.4175,1000000000.0,999873341,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8954,999999923.4337,1000000000.0,999873354,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8955,999999923.4502,1000000000.0,999873361,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8956,999999923.4685,1000000000.0,999873372,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8957,999999923.4853,1000000000.0,999873377,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8958,999999923.504,1000000000.0,999873381,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8959,999999923.5204,1000000000.0,999873391,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8960,999999923.5374,1000000000.0,999873398,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8961,999999923.553,1000000000.0,999873400,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8962,999999923.5723,1000000000.0,999873402,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8963,999999923.593,1000000000.0,999873418,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8964,999999923.61,1000000000.0,999873426,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8965,999999923.6281,1000000000.0,999873437,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8966,999999923.6417,1000000000.0,999873443,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8967,999999923.6554,1000000000.0,999873445,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8968,999999923.6708,1000000000.0,999873447,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8969,999999923.6916,1000000000.0,999873463,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8970,999999923.7074,1000000000.0,999873475,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8971,999999923.7231,1000000000.0,999873483,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8972,999999923.7399,1000000000.0,999873509,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8973,999999923.756,1000000000.0,999873514,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8974,999999923.7729,1000000000.0,999873520,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8975,999999923.7899,1000000000.0,999873531,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8976,999999923.8059,1000000000.0,999873540,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8977,999999923.8205,1000000000.0,999873542,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8978,999999923.8376,1000000000.0,999873546,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8979,999999923.8519,1000000000.0,999873548,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8980,999999923.8657,1000000000.0,999873550,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8981,999999923.8808,1000000000.0,999873553,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8982,999999923.8982,1000000000.0,999873559,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8983,999999923.9134,1000000000.0,999873569,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8984,999999923.9307,1000000000.0,999873582,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8985,999999923.9465,1000000000.0,999873591,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8986,999999923.9626,1000000000.0,999873598,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8987,999999923.9783,1000000000.0,999873601,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8988,999999923.9951,1000000000.0,999873615,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8989,999999924.01,1000000000.0,999873630,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8990,999999924.0245,1000000000.0,999873636,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8991,999999924.0408,1000000000.0,999873640,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8992,999999924.0554,1000000000.0,999873641,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8993,999999924.0711,1000000000.0,999873659,1000000000,0,101
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8994,999999924.0862,1000000000.0,999873667,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8995,999999924.102,1000000000.0,999873671,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8996,999999924.1209,1000000000.0,999873675,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8997,999999924.1359,1000000000.0,999873678,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8998,999999924.1547,1000000000.0,999873718,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,8999,999999924.1721,1000000000.0,999873729,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9000,999999924.19,1000000000.0,999873739,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9001,999999924.2171,1000000000.0,999873811,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9002,999999924.2326,1000000000.0,999873817,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9003,999999924.2496,1000000000.0,999873840,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9004,999999924.2654,1000000000.0,999873842,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9005,999999924.2809,1000000000.0,999873845,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9006,999999924.2939,1000000000.0,999873847,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9007,999999924.3091,1000000000.0,999873850,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9008,999999924.3223,1000000000.0,999873853,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9009,999999924.339,1000000000.0,999873871,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9010,999999924.3559,1000000000.0,999873873,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9011,999999924.3728,1000000000.0,999873889,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9012,999999924.3877,1000000000.0,999873896,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9013,999999924.403,1000000000.0,999873904,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9014,999999924.4203,1000000000.0,999873910,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9015,999999924.4369,1000000000.0,999873917,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9016,999999924.4544,1000000000.0,999873920,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9017,999999924.4701,1000000000.0,999873929,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9018,999999924.4927,1000000000.0,999873943,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9019,999999924.5083,1000000000.0,999873951,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9020,999999924.5275,1000000000.0,999873988,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9021,999999924.5417,1000000000.0,999873994,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9022,999999924.5576,1000000000.0,999874007,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9023,999999924.5751,1000000000.0,999874020,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9024,999999924.597,1000000000.0,999874092,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9025,999999924.6121,1000000000.0,999874099,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9026,999999924.6278,1000000000.0,999874107,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9027,999999924.6421,1000000000.0,999874115,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9028,999999924.6583,1000000000.0,999874121,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9029,999999924.6737,1000000000.0,999874124,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9030,999999924.6897,1000000000.0,999874130,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9031,999999924.7045,1000000000.0,999874131,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9032,999999924.7239,1000000000.0,999874145,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9033,999999924.7402,1000000000.0,999874146,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9034,999999924.7549,1000000000.0,999874159,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9035,999999924.7699,1000000000.0,999874162,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9036,999999924.7846,1000000000.0,999874164,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9037,999999924.8012,1000000000.0,999874170,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9038,999999924.817,1000000000.0,999874178,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9039,999999924.8312,1000000000.0,999874185,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9040,999999924.8461,1000000000.0,999874189,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9041,999999924.864,1000000000.0,999874213,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9042,999999924.8784,1000000000.0,999874220,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9043,999999924.893,1000000000.0,999874222,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9044,999999924.9111,1000000000.0,999874242,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9045,999999924.9276,1000000000.0,999874271,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9046,999999924.9431,1000000000.0,999874276,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9047,999999924.9588,1000000000.0,999874284,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9048,999999924.9733,1000000000.0,999874289,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9049,999999924.9892,1000000000.0,999874301,1000000000,0,100
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9050,999999925.0055,1000000000.0,999874304,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9051,999999925.0194,1000000000.0,999874313,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9052,999999925.0358,1000000000.0,999874324,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9053,999999925.0552,1000000000.0,999874350,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9054,999999925.0721,1000000000.0,999874365,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9055,999999925.0889,1000000000.0,999874379,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9056,999999925.1046,1000000000.0,999874390,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9057,999999925.1219,1000000000.0,999874401,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9058,999999925.1372,1000000000.0,999874404,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9059,999999925.1528,1000000000.0,999874425,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9060,999999925.1679,1000000000.0,999874431,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9061,999999925.1853,1000000000.0,999874436,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9062,999999925.2032,1000000000.0,999874446,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9063,999999925.2193,1000000000.0,999874448,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9064,999999925.2337,1000000000.0,999874456,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9065,999999925.2528,1000000000.0,999874464,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9066,999999925.2685,1000000000.0,999874478,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9067,999999925.2849,1000000000.0,999874491,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9068,999999925.3018,1000000000.0,999874498,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9069,999999925.3175,1000000000.0,999874511,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9070,999999925.3324,1000000000.0,999874514,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9071,999999925.3491,1000000000.0,999874532,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9072,999999925.3648,1000000000.0,999874535,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9073,999999925.3839,1000000000.0,999874543,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9074,999999925.402,1000000000.0,999874545,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9075,999999925.4179,1000000000.0,999874550,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9076,999999925.4312,1000000000.0,999874551,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9077,999999925.448,1000000000.0,999874557,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9078,999999925.4666,1000000000.0,999874579,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9079,999999925.4834,1000000000.0,999874585,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9080,999999925.5037,1000000000.0,999874631,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9081,999999925.5214,1000000000.0,999874668,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9082,999999925.5383,1000000000.0,999874682,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9083,999999925.5546,1000000000.0,999874688,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9084,999999925.5692,1000000000.0,999874689,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9085,999999925.5899,1000000000.0,999874768,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9086,999999925.6056,1000000000.0,999874769,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9087,999999925.6211,1000000000.0,999874786,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9088,999999925.6405,1000000000.0,999874795,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9089,999999925.6577,1000000000.0,999874797,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9090,999999925.6722,1000000000.0,999874804,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9091,999999925.6883,1000000000.0,999874818,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9092,999999925.7018,1000000000.0,999874827,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9093,999999925.717,1000000000.0,999874832,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9094,999999925.734,1000000000.0,999874859,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9095,999999925.7494,1000000000.0,999874863,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9096,999999925.7646,1000000000.0,999874873,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9097,999999925.782,1000000000.0,999874886,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9098,999999925.7963,1000000000.0,999874896,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9099,999999925.8108,1000000000.0,999874903,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9100,999999925.8264,1000000000.0,999874909,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9101,999999925.8416,1000000000.0,999874922,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9102,999999925.859,1000000000.0,999874939,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9103,999999925.8743,1000000000.0,999874950,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9104,999999925.8901,1000000000.0,999874964,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9105,999999925.9064,1000000000.0,999874974,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9106,999999925.9228,1000000000.0,999874986,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9107,999999925.9406,1000000000.0,999874993,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9108,999999925.9582,1000000000.0,999875001,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9109,999999925.9744,1000000000.0,999875012,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9110,999999925.9889,1000000000.0,999875022,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9111,999999926.0074,1000000000.0,999875029,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9112,999999926.0244,1000000000.0,999875038,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9113,999999926.0409,1000000000.0,999875062,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9114,999999926.0622,1000000000.0,999875134,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9115,999999926.0816,1000000000.0,999875170,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9116,999999926.0976,1000000000.0,999875177,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9117,999999926.1122,1000000000.0,999875178,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9118,999999926.1274,1000000000.0,999875181,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9119,999999926.1456,1000000000.0,999875195,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9120,999999926.1631,1000000000.0,999875208,1000000000,0,99
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,9121,999999926.18,1000000000.0,999875234,1000000000,0,99
