dataset,metric,method,dimensions,sources,total points,edges,mean points covered,median points covered,min points covered,max points covered,sources below 99.5% coverage,sources below 100% coverage
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37553,999999997.0553,1000000000.0,999970553,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37554,999999997.0555,1000000000.0,999970555,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37555,999999997.0556,1000000000.0,999970556,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37556,999999997.0558,1000000000.0,999970558,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37557,999999997.0559,1000000000.0,999970559,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37558,999999997.056,1000000000.0,999970560,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37559,999999997.0562,1000000000.0,999970562,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37560,999999997.0566,1000000000.0,999970566,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37561,999999997.0567,1000000000.0,999970567,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37562,999999997.0568,1000000000.0,999970568,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37563,999999997.0569,1000000000.0,999970569,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37564,999999997.057,1000000000.0,999970570,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37565,999999997.0572,1000000000.0,999970572,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37566,999999997.0573,1000000000.0,999970573,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37567,999999997.0574,1000000000.0,999970574,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37568,999999997.0575,1000000000.0,999970575,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37569,999999997.0577,1000000000.0,999970577,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37570,999999997.0578,1000000000.0,999970578,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37571,999999997.0581,1000000000.0,999970581,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37572,999999997.0582,1000000000.0,999970582,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37573,999999997.0583,1000000000.0,999970583,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37574,999999997.0584,1000000000.0,999970584,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37575,999999997.0585,1000000000.0,999970585,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37576,999999997.0586,1000000000.0,999970586,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37577,999999997.0587,1000000000.0,999970587,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37578,999999997.0589,1000000000.0,999970589,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37579,999999997.0591,1000000000.0,999970591,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37580,999999997.0593,1000000000.0,999970593,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37581,999999997.0596,1000000000.0,999970596,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37582,999999997.0597,1000000000.0,999970597,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37583,999999997.06,1000000000.0,999970600,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37584,999999997.0609,1000000000.0,999970609,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37585,999999997.061,1000000000.0,999970610,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37586,999999997.0612,1000000000.0,999970612,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37587,999999997.0615,1000000000.0,999970615,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37588,999999997.0616,1000000000.0,999970616,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37589,999999997.0618,1000000000.0,999970618,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37590,999999997.0619,1000000000.0,999970619,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37591,999999997.062,1000000000.0,999970620,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37592,999999997.0622,1000000000.0,999970622,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37593,999999997.0624,1000000000.0,999970624,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37594,999999997.0625,1000000000.0,999970625,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37595,999999997.0626,1000000000.0,999970626,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37596,999999997.0627,1000000000.0,999970627,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37597,999999997.0628,1000000000.0,999970628,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37598,999999997.0629,1000000000.0,999970629,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37599,999999997.063,1000000000.0,999970630,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37600,999999997.0631,1000000000.0,999970631,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37601,999999997.0632,1000000000.0,999970632,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37602,999999997.0633,1000000000.0,999970633,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37603,999999997.0634,1000000000.0,999970634,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37604,999999997.0636,1000000000.0,999970636,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37605,999999997.0638,1000000000.0,999970638,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37606,999999997.0639,1000000000.0,999970639,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37607,999999997.0642,1000000000.0,999970642,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37608,999999997.0643,1000000000.0,999970643,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37609,999999997.0646,1000000000.0,999970646,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37610,999999997.0647,1000000000.0,999970647,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37611,999999997.0648,1000000000.0,999970648,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37612,999999997.0649,1000000000.0,999970649,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37613,999999997.0651,1000000000.0,999970651,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37614,999999997.0653,1000000000.0,999970653,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37615,999999997.0654,1000000000.0,999970654,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37616,999999997.0655,1000000000.0,999970655,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37617,999999997.0656,1000000000.0,999970656,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37618,999999997.0659,1000000000.0,999970659,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37619,999999997.066,1000000000.0,999970660,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37620,999999997.0661,1000000000.0,999970661,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37621,999999997.0662,1000000000.0,999970662,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37622,999999997.0664,1000000000.0,999970664,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37623,999999997.0666,1000000000.0,999970666,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37624,999999997.0669,1000000000.0,999970669,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37625,999999997.0671,1000000000.0,999970671,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37626,999999997.0672,1000000000.0,999970672,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37627,999999997.0675,1000000000.0,999970675,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37628,999999997.0676,1000000000.0,999970676,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37629,999999997.068,1000000000.0,999970680,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37630,999999997.0681,1000000000.0,999970681,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37631,999999997.0683,1000000000.0,999970683,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37632,999999997.0685,1000000000.0,999970685,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37633,999999997.0686,1000000000.0,999970686,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37634,999999997.0687,1000000000.0,999970687,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37635,999999997.0692,1000000000.0,999970692,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37636,999999997.0696,1000000000.0,999970696,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37637,999999997.0698,1000000000.0,999970698,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37638,999999997.0699,1000000000.0,999970699,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37639,999999997.0701,1000000000.0,999970701,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37640,999999997.0702,1000000000.0,999970702,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37641,999999997.0703,1000000000.0,999970703,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37642,999999997.0704,1000000000.0,999970704,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37643,999999997.0705,1000000000.0,999970705,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37644,999999997.0706,1000000000.0,999970706,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37645,999999997.0707,1000000000.0,999970707,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37646,999999997.0709,1000000000.0,999970709,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37647,999999997.0711,1000000000.0,999970711,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37648,999999997.0712,1000000000.0,999970712,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37649,999999997.0713,1000000000.0,999970713,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37650,999999997.0714,1000000000.0,999970714,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37651,999999997.0717,1000000000.0,999970717,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37652,999999997.072,1000000000.0,999970720,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37653,999999997.0722,1000000000.0,999970722,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37654,999999997.0724,1000000000.0,999970724,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37655,999999997.0725,1000000000.0,999970725,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37656,999999997.0726,1000000000.0,999970726,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37657,999999997.0727,1000000000.0,999970727,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37658,999999997.0728,1000000000.0,999970728,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37659,999999997.073,1000000000.0,999970730,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37660,999999997.0731,1000000000.0,999970731,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37661,999999997.0732,1000000000.0,999970732,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37662,999999997.0734,1000000000.0,999970734,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37663,999999997.0735,1000000000.0,999970735,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37664,999999997.0736,1000000000.0,999970736,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37665,999999997.0737,1000000000.0,999970737,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37666,999999997.0738,1000000000.0,999970738,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37667,999999997.0739,1000000000.0,999970739,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37668,999999997.074,1000000000.0,999970740,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37669,999999997.0741,1000000000.0,999970741,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37670,999999997.0743,1000000000.0,999970743,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37671,999999997.0744,1000000000.0,999970744,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37672,999999997.0745,1000000000.0,999970745,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37673,999999997.0747,1000000000.0,999970747,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37674,999999997.0748,1000000000.0,999970748,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37675,999999997.0749,1000000000.0,999970749,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37676,999999997.075,1000000000.0,999970750,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37677,999999997.0751,1000000000.0,999970751,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37678,999999997.0752,1000000000.0,999970752,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37679,999999997.0754,1000000000.0,999970754,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37680,999999997.0757,1000000000.0,999970757,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37681,999999997.076,1000000000.0,999970760,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37682,999999997.0761,1000000000.0,999970761,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37683,999999997.0762,1000000000.0,999970762,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37684,999999997.0764,1000000000.0,999970764,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37685,999999997.0765,1000000000.0,999970765,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37686,999999997.0766,1000000000.0,999970766,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37687,999999997.0767,1000000000.0,999970767,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37688,999999997.0768,1000000000.0,999970768,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37689,999999997.0769,1000000000.0,999970769,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37690,999999997.077,1000000000.0,999970770,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37691,999999997.0773,1000000000.0,999970773,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37692,999999997.0774,1000000000.0,999970774,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37693,999999997.0775,1000000000.0,999970775,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37694,999999997.0776,1000000000.0,999970776,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37695,999999997.0778,1000000000.0,999970778,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37696,999999997.078,1000000000.0,999970780,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37697,999999997.0781,1000000000.0,999970781,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37698,999999997.0782,1000000000.0,999970782,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37699,999999997.0784,1000000000.0,999970784,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37700,999999997.0787,1000000000.0,999970787,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37701,999999997.0788,1000000000.0,999970788,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37702,999999997.0789,1000000000.0,999970789,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37703,999999997.079,1000000000.0,999970790,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37704,999999997.0791,1000000000.0,999970791,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37705,999999997.0792,1000000000.0,999970792,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37706,999999997.0794,1000000000.0,999970794,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37707,999999997.0795,1000000000.0,999970795,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37708,999999997.0798,1000000000.0,999970798,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37709,999999997.0802,1000000000.0,999970802,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37710,999999997.0803,1000000000.0,999970803,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37711,999999997.0804,1000000000.0,999970804,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37712,999999997.0805,1000000000.0,999970805,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37713,999999997.0807,1000000000.0,999970807,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37714,999999997.0809,1000000000.0,999970809,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37715,999999997.0812,1000000000.0,999970812,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37716,999999997.0813,1000000000.0,999970813,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37717,999999997.0815,1000000000.0,999970815,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37718,999999997.0817,1000000000.0,999970817,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37719,999999997.0818,1000000000.0,999970818,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37720,999999997.0819,1000000000.0,999970819,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37721,999999997.082,1000000000.0,999970820,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37722,999999997.0824,1000000000.0,999970824,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37723,999999997.0825,1000000000.0,999970825,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37724,999999997.0826,1000000000.0,999970826,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37725,999999997.0829,1000000000.0,999970829,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37726,999999997.083,1000000000.0,999970830,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37727,999999997.0831,1000000000.0,999970831,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37728,999999997.0834,1000000000.0,999970834,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37729,999999997.0835,1000000000.0,999970835,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37730,999999997.0837,1000000000.0,999970837,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37731,999999997.0839,1000000000.0,999970839,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37732,999999997.084,1000000000.0,999970840,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37733,999999997.0842,1000000000.0,999970842,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37734,999999997.0843,1000000000.0,999970843,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37735,999999997.0844,1000000000.0,999970844,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37736,999999997.0845,1000000000.0,999970845,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37737,999999997.0846,1000000000.0,999970846,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37738,999999997.0848,1000000000.0,999970848,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37739,999999997.0849,1000000000.0,999970849,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37740,999999997.085,1000000000.0,999970850,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37741,999999997.0852,1000000000.0,999970852,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37742,999999997.0855,1000000000.0,999970855,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37743,999999997.0856,1000000000.0,999970856,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37744,999999997.0857,1000000000.0,999970857,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37745,999999997.0859,1000000000.0,999970859,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37746,999999997.086,1000000000.0,999970860,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37747,999999997.0861,1000000000.0,999970861,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37748,999999997.0862,1000000000.0,999970862,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37749,999999997.0863,1000000000.0,999970863,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37750,999999997.0864,1000000000.0,999970864,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37751,999999997.0865,1000000000.0,999970865,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37752,999999997.0867,1000000000.0,999970867,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37753,999999997.0868,1000000000.0,999970868,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37754,999999997.0869,1000000000.0,999970869,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37755,999999997.0872,1000000000.0,999970872,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37756,999999997.0873,1000000000.0,999970873,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37757,999999997.0874,1000000000.0,999970874,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37758,999999997.0875,1000000000.0,999970875,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37759,999999997.0876,1000000000.0,999970876,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37760,999999997.0877,1000000000.0,999970877,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37761,999999997.0878,1000000000.0,999970878,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37762,999999997.0879,1000000000.0,999970879,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37763,999999997.0881,1000000000.0,999970881,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37764,999999997.0883,1000000000.0,999970883,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37765,999999997.0885,1000000000.0,999970885,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37766,999999997.0886,1000000000.0,999970886,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37767,999999997.0888,1000000000.0,999970888,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37768,999999997.089,1000000000.0,999970890,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37769,999999997.0892,1000000000.0,999970892,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,37770,999999997.0893,1000000000.0,999970893,1000000000,0,1
