"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",113287,0,14.6208,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.4,0.485,197196,155,212,10,10,1,10
10000,0.5,0.5394,180946,169,231,11,11,1,11
10000,0.6,0.6215,160005,196,265,13,13,1,13
10000,0.7,0.709,125837,244,333,17,17,1,17
10000,0.75,0.7629,115465,268,493,18,33,1,10
10000,0.8,0.8007,78924.7,391,671,31,50,1,22


