"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",113287,0,10.0585,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.25269,252080,118,174,10,10,10,10
10000,0.3,0.30623,230968,129,189,11,11,10,11
10000,0.4,0.4059,200160,151,217,13,13,10,13
10000,0.5,0.52149,167132,182,256,16,16,10,16
10000,0.6,0.60471,146497,209,292,19,19,10,19
10000,0.7,0.70571,131572,236,449,21,40,10,10
10000,0.75,0.75682,112892,278,507,26,47,10,15
10000,0.8,0.80442,86933.1,363,650,38,65,10,26


