dataset,metric,method,gamma,alpha,R,L,S,target recall,beam width,k,recall,QPS,mean seen,tail seen,mean expanded,tail expanded,queries,pass,search wall (s)
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.4,10,1,0.485,197196.0,10.0,10.0,155.0,212.0,10000,0,47.456
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.5,11,1,0.5394,180946.0,11.0,11.0,169.0,231.0,10000,0,47.456
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.6,13,1,0.6215,160005.0,13.0,13.0,196.0,265.0,10000,0,47.456
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.7,17,1,0.709,125837.0,17.0,17.0,244.0,333.0,10000,0,47.456
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.75,10,1,0.7629,115465.0,18.0,33.0,268.0,493.0,10000,0,47.456
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.8,22,1,0.8007,78924.7,31.0,50.0,391.0,671.0,10000,0,47.456
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.4,10,10,0.45877,187477.0,10.0,10.0,155.0,212.0,10000,0,45.531
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.5,11,10,0.5157,179772.0,11.0,11.0,169.0,231.0,10000,0,45.531
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.6,13,10,0.60327,150616.0,13.0,13.0,196.0,265.0,10000,0,45.531
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.7,17,10,0.70831,121652.0,17.0,17.0,244.0,333.0,10000,0,45.531
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.75,10,10,0.76772,111873.0,18.0,33.0,268.0,493.0,10000,0,45.531
coco_i2i-512-angular,euclidean,mod-vamana,1.0,1.0,32,64,1164,0.8,16,10,0.80321,91567.5,24.0,41.0,329.0,576.0,10000,0,45.531
