"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",113287,0,14.7505,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.4,0.4836,199732,157,217,10,10,1,10
10000,0.5,0.5385,189588,171,235,11,11,1,11
10000,0.6,0.6187,164258,197,270,13,13,1,13
10000,0.7,0.7084,132029,246,338,17,17,1,17
10000,0.75,0.7628,120553,270,498,18,34,1,10
10000,0.8,0.8022,79509.6,411,691,32,52,1,24


