"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",113287,0,14.7505,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.4,0.46171,193941,157,217,10,10,10,10
10000,0.5,0.51701,163948,171,235,11,11,10,11
10000,0.6,0.60496,142945,197,270,13,13,10,13
10000,0.7,0.72386,116287,258,354,18,18,10,18
10000,0.75,0.76811,115722,270,498,18,34,10,10
10000,0.8,0.80261,87453.1,331,577,24,41,10,16


