"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",113287,0,10.0585,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.2702,258873,118,174,10,10,1,10
10000,0.3,0.3275,238983,129,189,11,11,1,11
10000,0.4,0.4245,208707,151,217,13,13,1,13
10000,0.5,0.5063,185178,172,243,15,15,1,15
10000,0.6,0.6152,148126,209,292,19,19,1,19
10000,0.7,0.7085,136646,236,449,21,40,1,10
10000,0.75,0.7506,114749,278,507,26,47,1,15
10000,0.8,0.8026,65743.6,492,830,58,89,1,45


