"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",113287,0,11.6615,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.29485,220463,129,188,10,10,10,10
10000,0.3,0.34804,202425,142,205,11,11,10,11
10000,0.4,0.48709,164430,177,252,14,14,10,14
10000,0.5,0.52634,154069,188,266,15,15,10,15
10000,0.6,0.61826,139677,220,309,18,18,10,18
10000,0.7,0.74387,120533,262,492,22,40,10,11
10000,0.75,0.75354,116587,271,500,23,41,10,12
10000,0.8,0.80444,88425.9,360,644,33,56,10,22


