"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,7.22265,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.2609,215815,87,139,10,10,1,10
10000,0.3,0.3138,173638,95,150,11,11,1,11
10000,0.4,0.4624,177677,117,175,14,14,1,14
10000,0.5,0.5458,140243,131,192,16,16,1,16
10000,0.6,0.6131,108553,143,208,18,18,1,18
10000,0.7,0.7354,99581.8,173,247,23,23,1,23
10000,0.75,0.7852,109883,172,321,22,42,1,10
10000,0.8,0.8196,102886,184,342,24,46,1,12
10000,0.85,0.891,93614.6,223,416,32,59,1,18
10000,0.9,0.9032,81392.8,232,433,34,62,1,20
10000,0.93,0.9331,72177.7,265,486,41,74,1,26
10000,0.95,0.9596,64449.2,322,581,54,94,1,38
10000,0.97,0.9747,50254,380,662,68,113,1,50
10000,0.98,0.9825,42470.1,447,766,84,136,1,65
10000,0.99,0.9901,32982.2,588,948,123,180,1,100
10000,0.995,0.9955,19074.2,951,1475,233,292,1,200
10000,0.999,0.9992,6752.51,2601,4063,840,925,1,750


