dataset,metric,method,gamma,alpha,R,L,S,target recall,beam width,k,recall,QPS,mean seen,tail seen,mean expanded,tail expanded,queries,pass,search wall (s)
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.85,13,1,0.8723,103600.0,24.0,45.0,203.0,372.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.9,18,1,0.9157,80098.0,30.0,55.0,236.0,430.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.93,22,1,0.934,74122.4,34.0,60.0,257.0,463.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.95,28,1,0.9544,66742.8,41.0,71.0,292.0,517.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.97,40,1,0.9742,58626.6,53.0,89.0,353.0,612.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.98,50,1,0.9818,45286.4,65.0,105.0,409.0,690.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.99,80,1,0.9907,36355.8,97.0,139.0,542.0,870.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.995,120,1,0.9951,24184.6,141.0,188.0,713.0,1138.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.999,300,1,0.9991,12601.7,337.0,384.0,1367.0,2178.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.9995,500,1,0.9997,8894.43,554.0,609.0,2009.0,3215.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.9999,750,1,0.9999,6287.13,826.0,898.0,2760.0,4361.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.99999,1000,1,1.0,4922.65,1098.0,1185.0,3454.0,5415.0,10000,0,65.661
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.2,10,10,0.28688,170465.0,10.0,10.0,99.0,156.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.3,11,10,0.34012,160880.0,11.0,11.0,108.0,167.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.4,13,10,0.44029,146227.0,13.0,13.0,124.0,190.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.5,15,10,0.52515,136889.0,15.0,15.0,139.0,209.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.6,18,10,0.62944,117086.0,18.0,18.0,159.0,237.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.7,21,10,0.70657,104732.0,21.0,21.0,179.0,262.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.75,24,10,0.76477,99626.4,24.0,24.0,197.0,288.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.8,12,10,0.80106,88092.5,23.0,43.0,196.0,365.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.85,16,10,0.85123,84356.9,27.0,49.0,219.0,395.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.9,24,10,0.90903,62911.7,36.0,62.0,267.0,472.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.93,30,10,0.9342,58890.4,43.0,73.0,301.0,528.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.95,38,10,0.95443,53850.9,51.0,86.0,344.0,602.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.97,50,10,0.97054,41256.7,65.0,105.0,409.0,690.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.98,70,10,0.98175,32903.4,86.0,129.0,499.0,823.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.99,120,10,0.99216,23681.8,141.0,188.0,713.0,1138.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.995,180,10,0.99568,18487.0,207.0,248.0,941.0,1492.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.94,1.0,32,64,1101,0.999,750,10,0.99925,6385.08,826.0,898.0,2760.0,4361.0,10000,0,63.137
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.5,10,1,0.5042,162811.0,10.0,10.0,109.0,158.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.6,12,1,0.6168,141505.0,12.0,12.0,125.0,179.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.7,15,1,0.7275,128121.0,15.0,15.0,147.0,208.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.75,16,1,0.7544,127319.0,16.0,16.0,153.0,218.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.8,19,1,0.8192,120659.0,19.0,19.0,173.0,244.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.85,10,1,0.8615,111611.0,19.0,35.0,175.0,317.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.9,14,1,0.905,97621.9,23.0,41.0,199.0,351.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.93,18,1,0.933,92693.0,27.0,49.0,226.0,402.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.95,24,1,0.9537,80737.0,33.0,56.0,257.0,453.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.97,32,1,0.9709,68782.9,42.0,69.0,302.0,526.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.98,45,1,0.9823,49985.5,56.0,88.0,371.0,626.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.99,65,1,0.9902,42671.6,78.0,113.0,470.0,760.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.995,120,1,0.9962,28984.3,137.0,176.0,707.0,1127.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.999,375,1,0.9993,11486.2,412.0,457.0,1636.0,2617.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.9995,500,1,0.9997,9255.37,547.0,600.0,2044.0,3275.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.9999,750,1,0.9999,6437.36,817.0,885.0,2798.0,4456.0,10000,0,62.3
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.4,10,10,0.43616,170129.0,10.0,10.0,109.0,158.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.5,12,10,0.54122,143258.0,12.0,12.0,125.0,179.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.6,14,10,0.62534,138158.0,14.0,14.0,140.0,200.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.7,17,10,0.71789,112368.0,17.0,17.0,160.0,226.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.75,19,10,0.76253,109582.0,19.0,19.0,173.0,244.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.8,22,10,0.81423,96231.6,22.0,22.0,192.0,269.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.85,16,10,0.87528,90730.1,24.0,43.0,210.0,372.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.9,19,10,0.90174,80782.6,28.0,50.0,232.0,410.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.93,26,10,0.93587,70423.0,36.0,61.0,273.0,478.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.95,32,10,0.9514,65790.3,42.0,69.0,302.0,526.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.97,45,10,0.97115,55429.0,56.0,88.0,371.0,626.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.98,60,10,0.98202,43784.2,72.0,107.0,445.0,726.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.99,90,10,0.99069,29967.3,105.0,144.0,583.0,923.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.995,140,10,0.99505,22842.4,159.0,197.0,789.0,1249.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.999,500,10,0.99917,8868.6,547.0,600.0,2044.0,3275.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.95,1.0,32,64,1101,0.9995,1000,10,0.99959,5064.64,1086.0,1171.0,3512.0,5560.0,10000,0,60.671
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.4,10,1,0.4594,167358.0,10.0,10.0,105.0,158.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.5,11,1,0.5311,152917.0,11.0,11.0,114.0,170.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.6,13,1,0.6495,141800.0,13.0,13.0,130.0,191.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.7,15,1,0.7309,126695.0,15.0,15.0,146.0,211.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.75,16,1,0.7633,114193.0,16.0,16.0,153.0,223.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.8,18,1,0.8138,111892.0,18.0,18.0,167.0,240.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.85,11,1,0.8903,109416.0,20.0,35.0,185.0,326.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.9,13,1,0.9099,97794.7,22.0,39.0,198.0,348.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.93,17,1,0.9385,88051.4,27.0,46.0,227.0,398.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.95,22,1,0.9565,79285.2,32.0,53.0,254.0,434.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.97,28,1,0.9712,69593.8,38.0,63.0,291.0,505.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.98,36,1,0.9809,56087.8,47.0,75.0,336.0,575.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.99,55,1,0.9904,41274.9,67.0,98.0,439.0,719.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.995,90,1,0.9952,29731.5,105.0,134.0,612.0,968.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.999,300,1,0.999,12146.3,331.0,369.0,1439.0,2291.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.9995,375,1,0.9995,10263.9,411.0,450.0,1703.0,2707.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.9999,1000,1,0.9999,4882.97,1083.0,1160.0,3584.0,5650.0,10000,0,65.807
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.3,10,10,0.3912,143594.0,10.0,10.0,105.0,158.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.4,11,10,0.45688,128652.0,11.0,11.0,114.0,170.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.5,12,10,0.51708,120541.0,12.0,12.0,122.0,181.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.6,14,10,0.61592,110809.0,14.0,14.0,138.0,201.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.7,17,10,0.72202,93662.8,17.0,17.0,160.0,232.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.75,19,10,0.7712,89599.3,19.0,19.0,174.0,249.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.8,11,10,0.83147,91685.9,20.0,35.0,185.0,326.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.85,13,10,0.85737,87844.1,22.0,39.0,198.0,348.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.9,17,10,0.90106,69754.9,27.0,46.0,227.0,398.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.93,24,10,0.9361,60343.1,34.0,55.0,265.0,450.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.95,30,10,0.95491,56611.4,40.0,65.0,301.0,515.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.97,40,10,0.97106,46559.3,50.0,79.0,355.0,602.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.98,50,10,0.98118,39194.5,62.0,93.0,416.0,690.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.99,80,10,0.99061,29218.0,93.0,124.0,560.0,880.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.995,120,10,0.99519,22075.1,137.0,167.0,741.0,1158.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.999,500,10,0.9992,7411.78,546.0,592.0,2109.0,3370.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.96,1.0,32,64,1101,0.9995,1000,10,0.99958,4305.13,1083.0,1160.0,3584.0,5650.0,10000,0,71.125
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.4,10,1,0.4921,146518.0,10.0,10.0,107.0,157.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.5,11,1,0.5578,135523.0,11.0,11.0,116.0,169.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.6,12,1,0.6215,126334.0,12.0,12.0,125.0,180.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.7,14,1,0.7094,111411.0,14.0,14.0,141.0,201.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.75,16,1,0.7748,100181.0,16.0,16.0,157.0,222.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.8,18,1,0.8213,92425.7,18.0,18.0,172.0,241.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.85,10,1,0.8878,86327.5,19.0,34.0,184.0,336.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.9,11,1,0.9011,86720.5,20.0,36.0,191.0,345.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.93,15,1,0.9342,73373.0,24.0,42.0,217.0,384.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.95,19,1,0.9536,68373.7,29.0,50.0,246.0,437.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.97,26,1,0.9726,54633.2,36.0,60.0,291.0,513.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.98,34,1,0.9831,47263.4,45.0,71.0,339.0,573.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.99,50,1,0.991,37316.2,62.0,91.0,428.0,695.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.995,80,1,0.9952,27776.9,93.0,124.0,577.0,915.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.999,225,1,0.9992,13426.4,251.0,283.0,1208.0,1914.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.9995,300,1,0.9995,10696.0,332.0,367.0,1496.0,2386.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.99999,500,1,1.0,7171.42,548.0,593.0,2196.0,3515.0,10000,0,78.775
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.4,10,10,0.42255,141727.0,10.0,10.0,107.0,157.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.5,12,10,0.54507,122829.0,12.0,12.0,125.0,180.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.6,14,10,0.63799,107687.0,14.0,14.0,141.0,201.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.7,16,10,0.70718,103201.0,16.0,16.0,157.0,222.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.75,18,10,0.7615,89428.6,18.0,18.0,172.0,241.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.8,11,10,0.84737,86707.7,20.0,36.0,191.0,345.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.85,12,10,0.86104,78470.1,21.0,38.0,197.0,353.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.9,16,10,0.90175,70074.1,25.0,43.0,223.0,393.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.93,20,10,0.93032,61208.5,30.0,51.0,252.0,447.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.95,26,10,0.95323,55156.3,36.0,60.0,291.0,513.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.97,36,10,0.97261,44646.4,46.0,73.0,349.0,594.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.98,45,10,0.98116,39250.9,56.0,84.0,398.0,652.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.99,65,10,0.99002,32250.1,78.0,108.0,506.0,808.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.995,100,10,0.99512,23812.9,116.0,147.0,678.0,1067.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.999,375,10,0.99928,9281.2,413.0,450.0,1763.0,2820.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.97,1.0,32,64,1101,0.9995,500,10,0.99951,7434.56,548.0,593.0,2196.0,3515.0,10000,0,72.016
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.5,10,1,0.5909,126571.0,10.0,10.0,131.0,184.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.6,11,1,0.6427,118069.0,11.0,11.0,140.0,197.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.7,13,1,0.7273,114799.0,13.0,13.0,158.0,220.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.75,14,1,0.7606,108634.0,14.0,14.0,166.0,232.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.8,16,1,0.8149,97474.4,16.0,16.0,183.0,254.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.85,18,1,0.8541,87080.0,18.0,18.0,198.0,275.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.9,11,1,0.9081,79379.6,19.0,34.0,208.0,369.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.93,15,1,0.9372,71723.1,23.0,40.0,237.0,420.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.95,18,1,0.9532,67414.5,26.0,47.0,262.0,471.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.97,24,1,0.9705,55379.6,32.0,54.0,299.0,525.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.98,30,1,0.981,48585.9,39.0,65.0,340.0,590.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.99,45,1,0.9907,38434.6,55.0,86.0,432.0,731.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.995,70,1,0.9951,29310.9,81.0,112.0,569.0,920.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.999,250,1,0.9991,11985.8,275.0,308.0,1372.0,2199.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.9995,375,1,0.9995,8808.93,410.0,448.0,1842.0,2963.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.9999,750,1,0.9999,5230.17,813.0,871.0,3102.0,4997.0,10000,0,74.189
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.5,10,10,0.52188,119376.0,10.0,10.0,131.0,184.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.6,12,10,0.62389,104652.0,12.0,12.0,149.0,209.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.7,15,10,0.73304,97598.1,15.0,15.0,175.0,244.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.75,16,10,0.76005,87953.8,16.0,16.0,183.0,254.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.8,10,10,0.84258,84634.6,18.0,32.0,201.0,358.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.85,22,10,0.86533,77524.8,22.0,22.0,227.0,315.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.9,15,10,0.90255,66397.1,23.0,40.0,237.0,420.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.93,19,10,0.93181,59896.0,27.0,48.0,268.0,482.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.95,24,10,0.95149,54141.3,32.0,54.0,299.0,525.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.97,36,10,0.97734,45099.5,45.0,74.0,379.0,654.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.98,40,10,0.98057,40332.0,49.0,78.0,400.0,673.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.99,60,10,0.99063,32098.5,71.0,102.0,517.0,859.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.995,100,10,0.99602,22935.8,114.0,145.0,723.0,1143.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.999,250,10,0.99902,12462.9,275.0,308.0,1372.0,2199.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.98,1.0,32,64,1101,0.9995,500,10,0.99958,7441.47,545.0,589.0,2284.0,3696.0,10000,0,70.67
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.5,11,1,0.597,138754.0,11.0,11.0,136.0,196.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.6,12,1,0.6583,113109.0,12.0,12.0,147.0,209.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.7,13,1,0.7084,107255.0,13.0,13.0,157.0,222.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.75,14,1,0.75,98730.3,14.0,14.0,166.0,234.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.8,16,1,0.8158,102093.0,16.0,16.0,185.0,259.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.85,18,1,0.8617,83363.9,18.0,18.0,202.0,283.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.9,10,1,0.9176,79723.8,18.0,33.0,213.0,382.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.93,12,1,0.9372,75237.2,20.0,36.0,229.0,404.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.95,15,1,0.9526,72164.6,23.0,41.0,251.0,439.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.97,22,1,0.9737,59713.3,31.0,51.0,306.0,522.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.98,26,1,0.9812,49208.2,35.0,59.0,337.0,572.0,10000,0,74.955
