"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,11.0838,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.5,0.5909,126571,131,184,10,10,1,10
10000,0.6,0.6427,118069,140,197,11,11,1,11
10000,0.7,0.7273,114799,158,220,13,13,1,13
10000,0.75,0.7606,108634,166,232,14,14,1,14
10000,0.8,0.8149,97474.4,183,254,16,16,1,16
10000,0.85,0.8541,87080,198,275,18,18,1,18
10000,0.9,0.9081,79379.6,208,369,19,34,1,11
10000,0.93,0.9372,71723.1,237,420,23,40,1,15
10000,0.95,0.9532,67414.5,262,471,26,47,1,18
10000,0.97,0.9705,55379.6,299,525,32,54,1,24
10000,0.98,0.981,48585.9,340,590,39,65,1,30
10000,0.99,0.9907,38434.6,432,731,55,86,1,45
10000,0.995,0.9951,29310.9,569,920,81,112,1,70
10000,0.999,0.9991,11985.8,1372,2199,275,308,1,250
10000,0.9995,0.9995,8808.93,1842,2963,410,448,1,375
10000,0.9999,0.9999,5230.17,3102,4997,813,871,1,750


