"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,7.89393,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.3,0.3778,180080,92,142,10,10,1,10
10000,0.4,0.4426,185846,100,152,11,11,1,11
10000,0.5,0.5,173145,107,162,12,12,1,12
10000,0.6,0.6693,146727,135,197,16,16,1,16
10000,0.7,0.7295,127002,148,215,18,18,1,18
10000,0.75,0.775,117556,160,231,20,20,1,20
10000,0.8,0.8303,125953,165,303,20,38,1,10
10000,0.85,0.8586,117382,176,325,22,42,1,12
10000,0.9,0.9094,99353.2,209,382,28,52,1,17
10000,0.93,0.9329,88186.5,233,422,33,59,1,22
10000,0.95,0.9602,72475.8,284,500,44,74,1,32
10000,0.97,0.9725,58453.2,325,565,52,86,1,40
10000,0.98,0.9807,48446.3,377,638,64,101,1,50
10000,0.99,0.9902,33977.3,510,824,96,136,1,80
10000,0.995,0.9957,23332.8,753,1195,162,208,1,140
10000,0.999,0.9991,11374.4,1571,2452,418,467,1,375
10000,0.9995,0.9995,8829.08,1965,3084,554,610,1,500


