"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,7.89393,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.3,0.37917,174140,100,152,11,11,10,11
10000,0.4,0.43239,143131,107,162,12,12,10,12
10000,0.5,0.52665,137883,122,181,14,14,10,14
10000,0.6,0.60239,129872,135,197,16,16,10,16
10000,0.7,0.73412,115620,166,239,21,21,10,21
10000,0.75,0.76487,107521,165,303,20,38,10,10
10000,0.8,0.82605,99459.9,187,344,24,45,10,14
10000,0.85,0.85098,93042.3,215,306,30,30,10,30
10000,0.9,0.92449,72445.4,267,473,40,69,10,28
10000,0.93,0.9308,61321.1,275,485,42,71,10,30
10000,0.95,0.95022,59369.7,316,549,50,83,10,38
10000,0.97,0.97128,43475.4,397,665,69,107,10,55
10000,0.98,0.98411,37181.4,510,824,96,136,10,80
10000,0.99,0.99116,26422.7,675,1085,140,188,10,120
10000,0.995,0.99524,19359.1,906,1427,205,249,10,180
10000,0.999,0.99908,6410.27,2677,4194,825,898,10,750


