"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,8.31148,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.2,0.28688,170465,99,156,10,10,10,10
10000,0.3,0.34012,160880,108,167,11,11,10,11
10000,0.4,0.44029,146227,124,190,13,13,10,13
10000,0.5,0.52515,136889,139,209,15,15,10,15
10000,0.6,0.62944,117086,159,237,18,18,10,18
10000,0.7,0.70657,104732,179,262,21,21,10,21
10000,0.75,0.76477,99626.4,197,288,24,24,10,24
10000,0.8,0.80106,88092.5,196,365,23,43,10,12
10000,0.85,0.85123,84356.9,219,395,27,49,10,16
10000,0.9,0.90903,62911.7,267,472,36,62,10,24
10000,0.93,0.9342,58890.4,301,528,43,73,10,30
10000,0.95,0.95443,53850.9,344,602,51,86,10,38
10000,0.97,0.97054,41256.7,409,690,65,105,10,50
10000,0.98,0.98175,32903.4,499,823,86,129,10,70
10000,0.99,0.99216,23681.8,713,1138,141,188,10,120
10000,0.995,0.99568,18487,941,1492,207,248,10,180
10000,0.999,0.99925,6385.08,2760,4361,826,898,10,750


