"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,11.0838,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.5,0.52188,119376,131,184,10,10,10,10
10000,0.6,0.62389,104652,149,209,12,12,10,12
10000,0.7,0.73304,97598.1,175,244,15,15,10,15
10000,0.75,0.76005,87953.8,183,254,16,16,10,16
10000,0.8,0.84258,84634.6,201,358,18,32,10,10
10000,0.85,0.86533,77524.8,227,315,22,22,10,22
10000,0.9,0.90255,66397.1,237,420,23,40,10,15
10000,0.93,0.93181,59896,268,482,27,48,10,19
10000,0.95,0.95149,54141.3,299,525,32,54,10,24
10000,0.97,0.97734,45099.5,379,654,45,74,10,36
10000,0.98,0.98057,40332,400,673,49,78,10,40
10000,0.99,0.99063,32098.5,517,859,71,102,10,60
10000,0.995,0.99602,22935.8,723,1143,114,145,10,100
10000,0.999,0.99902,12462.9,1372,2199,275,308,10,250
10000,0.9995,0.99958,7441.47,2284,3696,545,589,10,500


