"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 64",60000,0,12.4894,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q"
10000,0.4,0.46882,120659,126,183,10,10,10,10
10000,0.5,0.5907,113643,147,209,12,12,10,12
10000,0.6,0.64204,99840.2,157,222,13,13,10,13
10000,0.7,0.72503,89245.1,175,248,15,15,10,15
10000,0.75,0.75876,83471.8,185,259,16,16,10,16
10000,0.8,0.81247,76582.6,202,283,18,18,10,18
10000,0.85,0.8714,75416.5,213,382,18,33,10,10
10000,0.9,0.90749,78608.3,236,418,21,38,10,13
10000,0.93,0.94436,62298.3,279,484,27,46,10,18
10000,0.95,0.95173,55994.8,292,501,29,49,10,20
10000,0.97,0.97312,46791.1,350,597,37,62,10,28
10000,0.98,0.98185,41650.2,393,670,44,70,10,34
10000,0.99,0.99129,33645.6,497,815,61,89,10,50
10000,0.995,0.99515,26682.1,614,985,82,111,10,70
10000,0.999,0.999,14016.3,1170,1866,201,230,10,180
10000,0.9995,0.99958,8365.97,1975,3204,410,448,10,375


